Número Identificador,Nome,Orientações em Andamento,Orientações concluidas
0061980764905968,Eduardo de Souza Britto da Silva,4,6
0061982323781778,Ângela Yêda Monteiro Barbosa,0,17
0061988339928817,Adelino Soares Santos Machado,1,27
0061996613705375,Hellen José Florez Rocha,0,0
0062010833745566,Priscila Micheli da Silva Dias,0,0
0062017717861756,Christian Queirolo Thorstensen,0,0
0062039173265015,Kelsse Nathanielly Boffulin,0,0
0062041135961149,Francisco Sérgio Maia Alves,0,0
0062050183642603,Lucilena de Lima,4,27
0062070077453689,Eduardo Henrique Marcondes,0,0
0062114121590590,Marcelle de Oliveira Nascimento,0,0
0062118282741211,Graco Alves Rodrigues Aragão,0,0
0062143133870604,Cledson José Dias Nunes,0,0
0062193663396846,Michelle Kosiak Poitevin,0,1
0062221203412715,Gielson Vitor Oliveira Veras,0,0
0062225037209411,Angela Maria Viana Azevedo,0,2
0062228353620939,Patrícia Teixeira de Souza,0,0
0062229610501442,Sarah Zewe Uriarte,1,3
0062232066831650,Maria Camila Medina Montes,0,0
0062265311842828,Ingrid Patricia Schaefer Pereira,1,1
0062274808702347,Danilo Nunes,0,40
0062289820698776,Lidiane Bezerra Oliveira,1,35
0062313445382212,Mariana Daré Araujo Neves,0,0
0062344766051679,Almira Ferreira Hagen,0,0
0062347715361027,Ari Rogério Ferra Júnior,0,0
0062348829695268,Giuliane Ciniciato Gonçalves dos Santos,1,0
0062361173627204,Valdir Cândido de Deus,0,0
0062383532596860,Astério Souza Magalhães Filho,0,5
0062387830839780,Daniela Cristina Silva Bianchini,0,1
0062398348652976,Carolina Cavalcante da Cruz,1,0
0062400903366683,Fabiana Rauber Sirangelo,0,0
0062414368143239,Priscila de Oliveira Rodrigues,0,0
0062424548662849,Helyene Rose Cruz Silva,0,0
0062435586679492,Carolyna de Lima Todente,0,0
0062462385667726,Eleuza Vânia Maria Lagos Guazzelli,0,0
0062520833960314,Kellin Pivatto,0,0
0062523546135147,Paulo Henrique Rodrigues,0,0
0062529597254448,Joao Paulo Schultz,0,0
0062539687647685,Luis Felipe Narvaez Plaza,0,0
0062571113522944,Gabriela Zanim,0,0
0062595074842460,Patricia Caetano de Oliveira Anthony,0,1
0062603745115697,Sérgio Luiz Barreto Campello Cardoso Ayres,0,0
0062616486497878,Patrícia do Socorro de Campos da Silva,2,9
0062650192084366,Wallace Kassio de Lima Ramos,0,0
0062659648471392,Priscila Mello Godinho,0,0
0062698454485018,Ana Carolina Caldas Dias Jordan,0,3
,Rafael Luiz da Costa,0,0
0062709084634827,Ewerton Vinícius Macarini Bruzaferro,0,0
0062723810203682,Tamires de Campos Leite,0,0
0062765279073673,Priscilla Soares de França,0,0
0062783216737433,Camilla Lima de Araujo,0,0
0062794739042256,Ivan Londero Hoffmann,0,0
0062795258095532,Marcela de Souza Farias,0,1
0062813132955908,Dayana Mara do Nascimento,0,0
0062815027823194,Jackelina Pinheiro Meira Kern,0,0
0062871298886207,Arésio Vinícius Alencar de Souza,0,1
0062888632166246,Claudia Susana Dias Crespi de Campos,0,0
0062912559752784,Jean Carlo Fechine Tavares,0,9
0062928024313039,Ricardo Alves Toscano,0,0
0062943588498022,Dércio Fernando Moraes Ferrari,0,0
0062948331787224,José Augusto Lara dos Santos,0,0
0062972955582590,Fabio Kardauke,0,0
0062974588107980,Maria Lúcia Monteiro da Silva,0,3
0063006692989042,Natany Avelar Silva,0,0
0063021463062373,Maria Auxiliadora Lima de Carvalho,0,0
0063041492268133,Jéssica Pinto Polet,0,0
0063050926246289,Luciano Goulart Maltez,0,3
0063062926606062,Júlio Cesar Soares Américo Filho,0,0
0063063857460624,Sandy Tondolo de Miranda,0,0
0063103588030397,Ariadne Freitas Bianchi de Oliveira,0,0
0063108964413863,Elias Barreiros Beltrã,1,2
0063129114418620,Daniel Ribeiro dos Santos,3,21
0063133947892465,Karine Costa Dividório Farias,0,0
0063152815227192,Stefane Ravagnani de Moraes,0,0
0063166293508414,Danielle Pereira Lacerda,1,1
0063167341840920,Pedro Henrique de Oliveira Simões,0,0
0063175511229635,Paola Salmona Ricci,0,0
0063179678517369,Hernani Ciro Santana,1,10
0063193464498205,Ellen Pereira Zambalde,0,0
0063214437460439,Marcello Barreto de Araujo,0,0
0063223831712068,Fernanda Zuin Secco,0,1
0063244006958050,Rosangela Monteiro de Camargo e Silva,0,34
0063256289703555,Alberto Faustino Dias,0,0
0063263785924704,André Almeida Souza Coelho,0,0
0063272806618843,Pericles de Abreu Brumati,0,0
0063291872814003,Maria do Socorro Mendes Blanc,1,3
0063315019129390,Dalva Ricas de Oliveira,0,0
0063318425742177,Vania Rodrigues Lopes,0,0
0063355583581057,Talitha de Lima Paratela,0,0
0063360093744182,Márcio Félix Sobral,0,0
0063360794741565,Annuska Paula Batista de Almeida,0,58
0063361477517361,Luciano de Souza Ferreira,0,7
0063365254220727,Jorge da Silva Cardoso,0,1
0063382292898145,Marta Luísa Gonçalves de Freitas Pereira,0,0
0063391343753067,Marcos Loureiro Madureira,0,30
0063394778496028,Fernanda Marques Torres de Vasconcelos,1,0
0063427615420051,Luciana Pereira da Silva,0,10
0063442011670107,Ana Flávia Santos Patrus de Souza,0,17
0063444336512704,Filipe Cordeiro de Souza Algatão,0,0
0063483500454686,Ricardo Fernandes de Paula,0,16
0063505975292744,Barbara Luvizotto,0,0
0063511426295721,Augusto Paschoalino,0,0
0063516972133824,Clarisse Maria da Conceição,0,22
0063518533808011,Luana Beatriz Silveria,0,0
0063545339876845,Emanuelle dos Santos Arsuffi,0,0
0063551386930430,Christiano Sousa Granja,0,0
0063563350059047,Ozamar Santos Corrêa,0,0
0063563829669685,Camila Santos Souza,0,0
0063570431894695,Vinicius Lucca Volpini,0,0
0063575660205335,Raíza Tourinho dos Reis Silva Lima,0,0
0063633421014555,Ornela Silva Gomes,0,0
,Maria Regina Gisler Lascombe,0,0
0063672781564386,Mariana Silva Souza,0,0
0063677336340200,Marcelo Henrique Marques de Souza,0,1
,Maria Araujo,0,0
0063699655317497,Roselia Maria Ferreira de Sousa,0,0
0063699906545662,Tatiane Carvalho Livi,3,0
0063703921509599,Natália Ferreira da Costa,0,0
0063719511975606,Giovana Bessa Borges Heinemann,0,0
,Beatriz Machado Godoy,0,0
0063732814420260,Delcy Lacerda de Oliveira,0,0
0063733863323366,Edilson da Silva Torma,0,0
0063750614955645,Walderice de Carvalho Rodrigues,0,0
,Iara Sílvia Ruis,0,0
0063758174421792,Marta Jubielle Dias Félix,0,0
0063789022306329,Rômulo Hohemberger,0,0
0063794285761778,Jules Renan Dutra Bemfica,0,1
0063815581199598,Sione Pires de Morais Guimarães,0,3
0063832309018849,Caroline Lessa de Almeida,0,0
,Fernanda Pires Costa,0,0
0063865672120826,Thiago Silva Augusto da Fonseca,0,0
0063868826436477,Selma Araújo Carrijo,0,4
0063890257889751,Aldemar Balbino da Costa,5,0
0063917018414509,Telvio Martins de Mello,0,0
0063992973209483,Paulo Roberto Cleyton De Castro Ribeiro,0,0
0064006369045292,Wanessa Kesya Moreira Gonçalves da Silva,0,0
0064014264556683,Juliana Fernandes da Silva,0,0
0064035987630702,Andrews Veikman Nunes Caetano,0,1
0064045618306296,Celsita Baeta Brandão,0,0
0064058133333128,Gustavo Sampaio de Lima Martins,0,0
0064067932936928,Allan Saddi Arnesen,0,0
0064069564017723,José Alves,0,0
0064073928041408,Iael Cristina da Silva Pacheco Marinheiro,0,2
0064108815942336,Rafael Dobrachinsky Plentz,0,5
0064124753896654,Sueli Francisca de Almeida Leão,0,0
0064125513617755,Lucia Regina Ortiz Lima,0,2
0064137408011340,Luiza Cristina Gobor,0,0
0064141835374619,Jessica Fernanda de Oliveira Lima Batista,0,0
0064156391245266,Marisa Cristina Lários Vieira,2,2
0064168510381304,Lilian Caroline Bohnen,5,5
0064191274755562,Marina Marisa Palhano dos Santos,0,0
0064207645194998,Luciana Gabriel Vargas Santos,0,0
0064219692577457,Monique Coelho Cassarotti da Rosa,0,0
0064242204436980,Tatyane da Silva Moraes,0,1
0064276509802003,Marcel Augusto Brito Neves Pereira,0,0
0064308118336775,Raíssa Modaffore Dandalo Girardi,0,0
0064315395160429,Kárpio Márcio de Siqueira,8,44
0064336599745854,Roberto Selow,0,29
0064354583300117,Marília Ferreira Pires,0,0
0064364961070136,Jeronimo Freire da Silva,0,10
0064387239538640,Helena Lahude Costa Franco,0,0
0064405441014186,Simone Costa de Souza Esposito,0,0
0064408629750371,Jonathan Stroher,0,21
0064417472094303,Juliane da Cruz Oliveira,0,0
0064418989866230,Marcella Rodrigues da Silva,0,4
0064446231125347,Luan Guilherme Dias,0,0
0064487357335593,Isabella Branquinho Arantes,0,0
0064501090302589,Cristiane Regina Kasburg,0,0
0064535366233383,Cleovan Barbosa Pinto,0,4
0064552035440651,Francielli Pires Ribeiro de Morais,0,1
0064555300240062,Camila Maia Carneiro Costa,1,2
0064568931914899,Camila Corrêa Jacques,0,1
0064586659484197,Andrea Carina Pilipposian,0,0
0064595557464804,Carlos Vinicius Rasch Alves,0,130
,Marco Antonio Santos de Abreu,0,0
0064615891139715,Thiago Ferreira Martins,0,12
0064623733275989,Romeu Alexandre Batista,0,0
0064625820744064,Ricardo Penha Moreno,0,9
0064643518038844,Glauce Gomes de Oliveira Cabral,3,6
0064644724812013,Izabel Cristina Paez,0,0
0064651255968768,Rogerio Lima Vidal,7,24
0064658798294026,Samuel Gameiro,0,0
0064679476353880,Luciane Guedes,0,0
0064698086470084,Fredson dos Santos Menezes,0,0
0064701601972724,Marcelo Donizete de Barros,0,0
0064707965228101,Renata Guzzo Souza Belinelo,15,66
0064711688248032,Ricardo Werner Arins,0,1
0064711953778820,Rosângela Soares,0,0
0064727126186569,Ágata Cristinier Castanheda da Silva,0,0
0064729090277762,Carlos Antonio da Silva Carvalho,0,13
0064758172746520,Amanda Cantarute Rodrigues,0,0
,Verônica Erthal,0,0
0064781330743666,Cheila Pinto Majada,0,0
0064796102760888,Elton Henrique Alves de Oliveira,0,0
0064825368346618,Bruno de Almeida Larêdo,0,0
0064827527362361,Márcia Aparecida Penna,0,4
,Otávio Bressane Lopes,1,0
0064838739548573,Ana Carolina Botto Paulino,0,11
0064849579147208,Timaretha Maria Alves de Oliveira Pereira,0,0
0064854994689769,Walter Segond de Vasconcelos,0,0
0064858072153173,Antonio Kozlik Junior,0,0
0064868416957510,Ubiranan Pereira de Lucena,0,0
0064871616168006,Luciani Egewarth,0,0
,Andrea Maria Gouveia Barbosa,0,3
0064900891868490,Vanessa de Araujo Marques,0,0
,Haroldo Bastos Tinoco,0,0
0064988857497014,Marcos Norelle Ferreira Victor,0,1
0064994549343842,Cauã Apóstolo Moreira,0,0
0065019877162251,Ana Cybele Peixoto de Andrade,0,0
0065030969618128,Patricia Aparecida Pedro Schühli,0,1
0065037271159202,Ian Costa Cavalcanti,0,24
0065065134358561,Naira Buzzo Anhesine,0,0
0065077566724586,Milleni Kelly Jacomeli,0,0
,Maria das Graças Brito,0,0
0065111662988531,Bety Anne de Albuquerque Senna Córdula,0,1
0065150046657861,Cibele Gomes Bicalho,0,0
0065171324288614,Damaris Heidi Cristobal Suvderlan,0,0
0065182060227638,Jaciane Cristina Klassmann,1,30
0065203139454387,Gilberto Josimar Fernández Arellano,0,0
0065216429652905,Teresa Cristina Seabra de Almeida,0,0
0065234135415331,Ricardo Plazas Neisa,0,0
0065249510948274,Fernando Marcos Bonnemasou Moreira de Castilho,0,60
0065257718435496,Alexandra Garcia Grigorieff Nüske,0,0
0065261364813416,Caroliny Helena Moreira Fernandes,0,0
0065269333378621,Suianne Priscilla Passos Barbosa Monteiro,0,1
0065283722237672,Giovani Scaramella,0,10
,Israel Pilmon Gitirana Barros,0,0
0065321217070011,Noe Santos Macuacua,0,0
0065322349358572,Beluce Arruda de Camargo Monteiro,0,4
0065331824640040,Rafael Luis Wagner,0,0
0065349790513268,Hillner de Paiva Almeida Ferreira,0,0
0065371192811055,Alexsandra da Silva Bandeira,0,0
0065394493820847,Maria Adelaide Mansini Maia,0,0
0065414084396862,Aline da Cruz Rodrigues Souza,0,0
0065415224953488,Valdir Eidt,1,11
0065505825825786,Wagner Osti Pedro,0,4
0065530026937365,Edyelle Lysandra Barros Oliveira,1,0
0065556144974235,Ana Carolina Pereira de Vasconcelos Silva,3,5
0065566718633826,Rodrigo Simoes Prezotti,0,0
0065576884479760,Carla Núbia Nunes Borges,0,1
0065584664479817,Roberta Vicenzi Nercolini,0,0
0065593002052070,Eugênia Célia Cialdine Arruda,0,7
0065609165952253,Juliana Mendes Monteiro,0,0
0065626509629244,Everton Gomes,0,0
0065632525854409,Suzielly da Silva Adriano,0,0
0065637080993068,Gabriel Gomes Bastos,0,6
0065640802128303,Roberto Carvalho Pinto de Mesquita,0,7
0065646416174576,Cassiano André Isolani,0,0
0065658508610275,Brenner Railbolt,0,0
0065664735752589,Sandra Regina Carrieri de Souza,0,0
0065665612039434,Joabe Rodrigues Pereira,0,0
0065670467829017,Roberto Falorni,0,0
0065706280208736,Paulo César Monteiro Nunes,0,0
0065711709102045,Franciele Moreto,0,0
0065723108293040,Solange Aparecida Esteves,0,12
0065749862999936,Darci Martinello,1,13
,Marie Therese Yaba Ndiaye,0,0
0065793371534485,Deborah Cardenas Lima Namour,0,1
0065809638918797,Mateus Pivato,0,0
0065815155463672,Zelma Amaral da Rosa,0,0
,Mauro Guidotti Aquini,0,0
0065849892445370,Ricardo Chierecci,0,0
0065850055101828,Guilherme Mateus Bousada,0,0
0065852404069629,Caetano Baptista Neto,0,0
0065860836653385,Sérgio Ricardo Losnak,0,0
0065912631419441,Valdete dos Santos Coqueiro,3,58
0065921797374761,Sérgio de Alencastro Veiga Filho,0,0
0065932484688092,Rayane Regina Scheidt Gasparelo,0,64
0065935189784427,Mariana Veronezi Valli,0,0
0065961363620243,Marina Giacomelli Mota,0,0
0065969969130548,Francisco Maximiano Bezerra,0,13
0065987587906093,Everton Evaristo Nazaré da Silva,0,0
0066024371233559,Regilene Fátima de Oliveira,0,4
,Eliane Borges,0,0
0066068453743178,Moisés José Bueno,0,7
0066079460590945,Bruna Fernanda Pinheiro,0,0
0066091397818503,Renata Moraes Simões,0,0
0066096087298481,Silvone Alves Assis,0,0
0066130861729621,Luís Fernando Tavares Ferreira,3,0
0066140594492341,Henrique Santos Costa de Souza,0,0
,Bruno Coêlho da Silveira,0,0
0066165902781917,Eric Gustavo Carvalho da Mota,0,0
0066167909805238,João Pedro Otoni Cardoso,0,0
0066168370629118,Luciana Machado Teixeira Fabel,0,0
0066171371012452,Gabriela Verónica Buraschi,1,0
0066176980119639,Mariana Pantaleão Del Re,0,28
,Mônica Dib Bariani,0,0
0066199291513699,Bianca Cristina Camargo Martins,0,1
0066199970156490,Raphael Vieira da Paixão e Silva,0,0
,Maria Elena Imolesi,0,0
0066222957845688,Alex Álvares da Silva,0,0
,Luis Alberto Luna Gómez,0,0
0066247937502818,Quenia Nascimento Lyrio,0,0
0066257006621685,Lucas Woltmann Figueiró,0,0
0066296957391575,Selma da Costa Terzi,0,0
0066300333812551,Vicente Correa Neto,0,0
0066306755758392,Carolini Silva Brandolise,0,0
0066311167130209,Ligia Alves dos Santos,0,0
0066314511451500,Leia Raquel de Almeida,0,0
0066320529131488,Maria Paula Zanetti Résio,0,0
0066322146115162,Rosana Maria de Camargo,0,0
0066344076929084,Harley Macedo de Mello,0,6
0066347779928477,Sarah Souza Pontes,0,20
0066350391874541,Eli Ferreira,4,8
0066357287921532,Saulo Guillermo D'Eduard Araripe Sobreira Muniz,0,0
0066391645257062,Iara Patarra de Toledo Soares,0,0
0066399165540152,Maria Jaqueline Maia Pinheiro,0,7
0066402347171744,Samanta Cardoso Martins,0,0
,Susilene Cristina Tavares e Souza,0,0
0066430680772137,Jaqueline Gomes de Souza Santos,0,0
0066439960072875,Diego Velloso Veronez,0,0
0066476351599948,Cristiano da Silveira Colombo,0,6
0066498083979256,Ricardo de Sá Leitão Alencar Júnior,0,0
0066504083327611,Douglas Colombi Cuquetto,2,5
0066531174620702,Cristiane Freitas Bertanha Machado,0,0
0066553755382953,Glória Lopez Cid,0,0
0066555164611730,José Marcelo de Assis Santos,3,3
0066555518252596,Davi Sales de Lima,0,0
0066564403217916,Paula Cristina Silveira Dias de Vasconcelos,0,0
0066582836297725,Ivanete de Freitas Cerqueira,0,14
0066608217068934,Lourdes Santina Wilpert,0,0
0066608699582010,Elinaldo Ferreira da Costa,0,0
0066639458527942,Aline de Oliveira Silva,0,1
0066645118002872,Tatyara Cardoso Figueiró Matos,0,0
0066650767313323,Elise García Cieza,0,0
0066670034108049,Marlus Sabino,0,0
0066703330186982,Fabiano Nogueira Cordeiro,0,0
0066708604549951,Clara Diana Figueirôa Santos,0,0
0066722803791898,Daniel Bruno Vasconcelos,0,1
0066725928652969,Welington Soares,0,7
0066727626362652,Paula Cristina Pacheco Corrêa,0,6
,Marcos Antonio Martins,0,0
0066759239156014,Mauricio Rodolfo Ciampaglia,0,3
0066768718652336,Aldenia Ribeiro dos Santos Gomes,0,0
0066769719532474,Valdeci Paula Alvarenga,0,0
0066787541650517,Denise Miranda Fanfono,0,59
,Caio Prior Rocha,0,3
0066924271678088,Danielle Farah Ziade,0,0
0066928213731763,Talitha Bonini Ferreira,0,0
0066946030381787,Juliana da Silva Ferreira,0,0
0066946145729535,Andre Luis Firmino de Brito Barros,0,3
0066962254237389,Vanessa de Castro Dutra,0,0
0067021045573552,Erika Maria Riebisch de Figueiredo,0,1
0067029396080118,Guilherme Ehrenbrink,0,0
0067031459176331,Gabriela Fernanda Ribeiro Rodrigues,0,0
,Mariana Pretti,0,0
0067043587044826,Jairo Silva de Lima,0,0
0067048478288730,Ana Paula Borges Carrijo,2,5
0067076157430958,Tereza Cristina Ribeiro Franco,0,1
0067086941948514,Michele Mello da Silva,0,0
0067089075848422,Valdir Lolli,0,0
,Dayse Maria Pires,0,0
0067143843802969,Thayssllorranny Batista Reinaldo,0,7
0067219691682258,Silvia Cristina Costa Gomes,0,1
0067225497573171,Daniele Santos,0,0
0067238383397133,Claudia dos Santos Gomes,0,0
0067242144199478,Elionio Galvão Frota,0,0
,Claudio Tanaka,0,0
0067289346081071,Bárbara Sesso Carneiro,0,0
0067344793402067,Eduardo Pinto de Oliveira,0,0
0067347376165021,Ana Maria Domingues Luz,0,0
,Liliana Men,0,0
0067413733223441,Luciane Macedo de Souza,0,13
0067420599295918,Claudiane Michaltchuk Granemann,0,26
0067432510444497,Cecilia Goyenola,0,0
0067471005430713,Camila Mello Olimpio do Nascimento,0,1
0067492663787254,Cristiane de Freitas Pfluck,0,0
0067496470487888,Cibele Jeremias Oliveira,0,0
0067511445399215,Maria Joseane Magdaleno Serpa,0,32
0067544247135934,Daniela Fernanda Comiran,0,7
0067572733000800,Adriele de Freitas Neiva Lessa,0,0
0067583228592922,Carla Daiane Lubke Ucker,0,0
0067631002294620,Nefitaly Batista de Almeida Filho,0,3
0067725323490721,Elielza Maria Vera Cruz,0,0
0067735403953596,Lívia Barbosa Loriato,1,0
0067787572856499,Mariana Lucente Zuquette,0,1
0067788876450147,Luiz Carlos Valente Junior,0,0
0067822031680373,Fabiano Cotta de Mello Nunes da Silva,0,0
,Gustavo Romeiro Ferreira,0,0
0067848717002918,Lucas Ribeiro Teixeira,0,0
0067850378169572,Carlos Eduardo Borrely Rios,0,0
0067857831392782,Carla Rosane Ouriques Couto,5,24
0067874942626872,Weslaine Granella Oenning,0,0
0067891052475879,Mayara Queiroz Moraes Custódio,2,8
,Yasir Nazir Chaudhary,0,0
,Sylvia Regina Domingues Teixeira,0,0
,Antônio Lopes Muniz,0,5
0067953057229151,Ana Karla da Silva França,0,24
0067976148678225,Gonçalo Alves de Sousa Santinha,0,0
0067980834265774,Rodrigo Theodoro Rocha,0,0
0067990727064469,Rosane Santos Caruso de Oliveira,0,0
0068025359088749,Felipe Girardi,0,0
0068033387721613,Natasha Jorge Freitas,0,0
0068060362904952,Ednei Duarte Rezende,0,0
0068085031694873,Henrique Bruno Schmitt,0,0
0068098501523948,Fabio dos Santos,0,0
0068156571692145,Marilei Veroneze Lagranha,0,4
0068170382431328,Nayane Nogueira Soares,0,0
0068178246185820,Mariane Lurdes Predebon,0,0
0068184810994880,Gyanne do Socorro Pereira de Lima,3,17
0068194430088425,Luiz Mário Ferreira,1,2
0068208081750690,Monica Astuto Lopes Martins,1,19
0068221894233211,Marco Montarroyos Callegaro,1,10
